datetime,subjID,sex,CODED,prime_condition,prime_response,triv1_raw,triv1_correct,triv2_raw,triv2_correct,triv3_raw,triv3_correct,triv4_raw,triv4_correct,triv5_raw,triv5_correct,triv6_raw,triv6_correct,triv7_raw,triv7_correct,triv8_raw,triv8_correct,triv9_raw,triv9_correct,triv10_raw,triv10_correct,triv11_raw,triv11_correct,triv12_raw,triv12_correct,triv13_raw,triv13_correct,triv14_raw,triv14_correct,triv15_raw,triv15_correct,triv16_raw,triv16_correct,triv17_raw,triv17_correct,triv18_raw,triv18_correct,triv19_raw,triv19_correct,triv20_raw,triv20_correct,triv21_raw,triv21_correct,triv22_raw,triv22_correct,triv23_raw,triv23_correct,triv24_raw,triv24_correct,triv25_raw,triv25_correct,triv26_raw,triv26_correct,triv27_raw,triv27_correct,triv28_raw,triv28_correct,triv29_raw,triv29_correct,triv30_raw,triv30_correct,age,major,LANGUAGE,sex_r,year,area_writing,area_trivia,purpose,link_yn,link_text,thinking_yn,thinking_text,comments,prior_hool,professor_int_rating,professor_acc_rating,soccer.hooligan_int_rating,soccer.hooligan_acc_rating,correct_raw,skipped_raw,CORRECT_PCT,correct_skip_pct,COUNTRY,test_cond,enough_males
20161024-153653,par29,female,0,soccer-hooligan,"Usually, unless it is soccer season or a big match coming up, I carry out an average day to day routine. get up, eat, work, go to the pub then home to my wife. The sometimes my activities may be a bit more interesting depending on other factors, however, I always go to the pub. It's a ristual. On the otherhand, during the soccer season, I dedicate most of my free time to soccer: wakeup, check who is playing, discuss predictions at breakfast, work, argue for my team, pub, drinks and home. I have to admit, during soccer season I can be quite an uptight and angry person. When my team looses, I am not someone people want to be with. ",Botswana,TRUE,HTML,FALSE,Capybara,TRUE,Earth,TRUE,6,FALSE,India,TRUE,Arm,TRUE,Guy Fawkes,TRUE,Brass,FALSE,Wave,TRUE,Isotherms,FALSE,21,TRUE,Mitsubishi,FALSE,120,FALSE,Venus,TRUE,Boris Yeltsin,FALSE,Radiation,TRUE,Blue Knight,FALSE,Continental Shelf,TRUE,Communist,FALSE,Penicillin,TRUE,Pablo Picasso,TRUE,Colorado River,FALSE,In the throat,TRUE,Siberia,TRUE,Jupiter,TRUE,Handel,FALSE,Wind speed,FALSE,Keratin,TRUE,France,TRUE,18,Psychology,ENGLISH,1,1st year,the student was working to develop knowledge about soccer hooligans,no idea,I am not entirely sure as they were a bit ambiguous but I bellieve they were distraction tasks to see if the participant can remember details from the inital instructions given before each task,1,"Being told to think of a soccer hooligan triggers stereotype foormation, thus causing the participant to unconciously take on the behaviour of a soccer hooligan, ",0,NA,I'm trying to determine whether my answers were influenced by the inital taask,1,59,16,36,17,18,0,60,60,UK,0,1
20161025-175254,par30,female,1,professor,"1. I read a lot of books, articles and journals related to my subject, I go to university where I give lectures, make experiments, conduct a lot of research in order to improve and develop the studies or society. I also communicate with other professors within different subjects to broaden my horizons and eventually expand and involve the knowledge in my own studies.
2. activities- giving lectures, participating in research, conducting experiments, socializing, meeting new people, reading articles and books and giving comments and criticism
3. passionate about development, gaining knowledge",Uganda,FALSE,Wordpad,FALSE,Muskrat,FALSE,Mars,FALSE,8,FALSE,Bangladesh,FALSE,Arm,TRUE,Guy Fawkes,TRUE,Pewter,FALSE,0,FALSE,Isobars,TRUE,21,TRUE,Ford,FALSE,180,TRUE,Venus,TRUE,Nikita Krushchev,FALSE,Radiation,TRUE,Blue Knight,FALSE,Continental Slope,FALSE,Fascist,TRUE,X Rays,FALSE,Pablo Picasso,TRUE,Colorado River,FALSE,In the throat,TRUE,Siberia,TRUE,Jupiter,TRUE,Handel,FALSE,Air pressure,TRUE,Keratin,TRUE,France,TRUE,20,NA,bulgarian,1,1st year,individual differences,memory and decision,decision making,1,interest/acquiring knowledge as a professor in interested in constantly learning about many areas of knowledge,0,NA,no,1,74,21,47,4,15,1,50,51.72413793,UK,0,1
20161025-185039,par31,Female,0,soccer-hooligan,"It's a typical Saturday afternoon, my mates and i are going to the park to practice some kicks and have a couple of beers. As we're walking, we see a couple of some sexy chicks . Freddie whistles at them as we cheer him on. I've always loved soccer, its my passion. And why wouldnt it? being in the school soccer  team gets me laid without any effort. I am living every guy's dream. 
 ",Uganda,FALSE,Morse Code,FALSE,Capybara,TRUE,Mars,FALSE,12,TRUE,India,TRUE,Neck,FALSE,Dick Turpin,FALSE,Brass,FALSE,Wave,TRUE,Fronts,FALSE,20,FALSE,Chrysler,FALSE,360,FALSE,Venus,TRUE,Mikhail Gorbachev,TRUE,Rainfall,FALSE,Blue Knight,FALSE,Continental Shelf,TRUE,Fascist,TRUE,Penicillin,TRUE,Paul Cezanne,FALSE,Rio Lobos,FALSE,In the throat,TRUE,Siberia,TRUE,Jupiter,TRUE,Tchaikovsky,TRUE,Wind speed,FALSE,Keratin,TRUE,France,TRUE,18,psychology,hindi,1,1st year,social psychology,cogniive psychology,"no idea
",1,The emotional and intellectual sides of the person,0,NA,I really need to work on my general knowledge :p,1,75,18,50,15,15,0,50,50,UK,0,1
20161025-190113,par32,NA,0,soccer-hooligan," My daily life as a soccer hooligan would be almostalways the same, with football games, betting on sports, meeting with the other soccer hooligans from my group and spending a lot of time discussing football games. These would also be my typical activities. Everything that's related to sport and the team that I support would be my prior interests. My typical personality characteristics would be judging and being really noisy. Also let everyone know when I don't agree or like somthing. My typical passion would be the tv, football and wasting time discussing football with my friends.  ",Zimbabwe,FALSE,HTML,FALSE,Capybara,TRUE,Earth,TRUE,8,FALSE,Pakistan,FALSE,Leg,FALSE,Robin Hood,FALSE,Bronze,TRUE,Wave,TRUE,Cyclones,FALSE,21,TRUE,Chrysler,FALSE,90,FALSE,Venus,TRUE,Mikhail Gorbachev,TRUE,Radiation,FALSE,Deep Thought,FALSE,Continental Shelf,TRUE,Fascist,TRUE,Stethoscope,FALSE,Paul Cezanne,FALSE,Rio Grande,TRUE,In the throat,TRUE,Siberia,TRUE,Jupiter,TRUE,Beethoven,FALSE,Air pressure,TRUE,Keratin,TRUE,France,TRUE,19,psychology and language sciences,romanian,1,1st year,"behaviour	",memory,see how memory works  relating to the connection of behaviour(empathy) and general knowldege,NA,NA,0,NA,no,NA,NA,NA,NA,NA,16,0,53.33333333,53.33333333,UK,0,1
20161026-091934,par33,Female,1,professor,"My daily life would involve a lot of work; aside from the preparation needed for lectures, I would be vrey busy with research as well, for instance through reading journals or conducting experiments. I would come to my office in the morning and organize my notes and everything needed for lectures, then I'd spend time researching as well. During lectures, I would try my best to make sure every student understands what I'm trying to say by presenting the material in an engaging manner; I would like the students to understand at least the fundamentals of what I'm trying to teach, and most improtantly encourage them to think critically and interpret the information they are given. I would be very approachable and open to any enquiries students might have. In my spare time, I would enjoy lis",Botswana,TRUE,ASCII,TRUE,Capybara,TRUE,Earth,TRUE,12,TRUE,Bangladesh,FALSE,Leg,FALSE,Guy Fawkes,TRUE,Brass,FALSE,Iceberg,FALSE,Isobars,TRUE,21,TRUE,Mitsubishi,FALSE,180,TRUE,Venus,TRUE,Mikhail Gorbachev,TRUE,Pressure,FALSE,Deep Blue,TRUE,Continental Slope,FALSE,Fascist,TRUE,Penicillin,TRUE,Pablo Picasso,TRUE,Colorado River,FALSE,In the throat,TRUE,Siberia,TRUE,Jupiter,TRUE,Tchaikovsky,TRUE,Air pressure,TRUE,Keratin,TRUE,France,TRUE,18,Linguistics,Romanian,1,1st year,experimental,cognitive,no idea,1,it might encourage intellectual reasoning ,0,NA,No,1,85,24,15,6,22,0,73.33333333,73.33333333,UK,0,1
20161026-115608,par34,Female,1,professor,"During the week I visit the university to lecture, mentor a seminar group and work on my research, alon, with other professors or with PhD students. Outside of my work, I may have a small family, consisting of a wife and two children. I am a very keen learner who simultaneously enjoys to share his knowledge. I may have a very intelligent sense of humour and very unique hobbies (mainly academic or knowledge based). I like crossword puzzles and teaching my children about my research in a way that they can easily undertsand. Outside of work, on the weekends, I spend a lot of time grading papers, reading and working on my research.",Botswana,TRUE,ASCII,TRUE,Capybara,TRUE,Uranus,FALSE,12,TRUE,Bangledesh,FALSE,Arm,TRUE,Guy Fawkes,TRUE,Brass,FALSE,Wave,TRUE,Isobars,TRUE,21,TRUE,General Motors,TRUE,360,FALSE,Venus,TRUE,Boris Yeltsin,FALSE,Radiation,TRUE,Blue Knight,FALSE,Continental Rise,FALSE,Fascist,TRUE,Penicillin,TRUE,Pablo Picasso,TRUE,Colorado River,FALSE,In the nose,FALSE,Siberia,TRUE,Jupiter,TRUE,Tchaikovsky,TRUE,Relative humidity,FALSE,Keratin,TRUE,France,TRUE,19,Psychology,ENGLISH,1,1st year,Cognitive,Cognitive,To monitor the speed at which we answer,1,"no idea
",1,Perhaps it made answering the general knowledge questions more difficult,I would like to know what it was about,1,75,25,47,14,20,0,66.66666667,66.66666667,UK,0,1
20161026-122511,par35,female,0,soccer hooligan,"In my daily life, I'm usually waking up late because I've been partying all night, so in the morning I have a hangover. This makes me really angry at everything around me, but it's usually better after I meet with my buddies. We usually hang out playing soccer, or we go in the neighbourhood to hook up with some girls. And during the night I'm partying again. I also watch a lot ot tv. I'm immature, aggresive, not so smart, think I'm funny but I'm not, I like to drink, to gamble and to watch sports. If someone annoys me, I'll always get in a fight with him to prove that I am an alpha male. Least but not last, I have no problem hitting my girlfriend if she bothers me with too many questions or if i'm in the wrong mood.",Uganda,FALSE,ASCII,TRUE,Capybara,TRUE,Uranus,FALSE,6,FALSE,Pakistan,FALSE,Leg,FALSE,Guy Fawkes,TRUE,Brass,FALSE,Wave,TRUE,Isobars,TRUE,21,TRUE,Ford,FALSE,360,FALSE,Venus,TRUE,Mikhail Gorbachev,TRUE,Pressure,FALSE,Blue Knight,FALSE,Continental Slope,FALSE,Fascist,TRUE,Penicillin,TRUE,Pablo Picasso,TRUE,Rio Grande,TRUE,In the spine,FALSE,Siberia,TRUE,Jupiter,TRUE,Tchaikovsky,TRUE,Air pressure,TRUE,Keratin,TRUE,France,TRUE,19,Psychology,Romanian,1,1st year,Social Psychology,Cognitive Psychology,To see if there is a correlation between knowledge and social percpetion? I don't really know though,1,"Maybe if we put ourselves in the hooligan's position, our level of general knowledge would decrease because we wouldn't perceive ourselves as highly intelligent people/ our general knowledge influences how well we can analyse other people or imagine what their behaviour is like",0,NA,no,0,80,22,50,9,18,0,60,60,UK,0,1
20161026-125616,par36,female,0,soccer hooligan,"I work in the pub on the bar serving beer to customers. I like to enjoy a beer myself and watch football with customers that come into the pub. I follow the league tables in the morning like it's my daily newspaper. I am rowdy and could describe myself as a 'lad'. I am pretty lazy and do not do exercise, I am overweight. I tend to argue and fight with people that do not support my football team, especially when the team I support lose. I am a male and think that female football is a load of rubbish, it is not something that interests me. I tend to wear football shirts on a regular basis. Not only could I work in a pub but I could also be a builder working in construction. A practical job, not academic. I have low academic qualifications. ",Zaire,FALSE,HTML,FALSE,Muskrat,FALSE,Mars,FALSE,12,TRUE,Phillipines,FALSE,Arm,TRUE,Guy Fawkes,TRUE,Brass,FALSE,Wave,TRUE,Isotherms,FALSE,21,TRUE,Ford,FALSE,360,FALSE,Venus,TRUE,Alexander Popov,FALSE,Radiation,TRUE,Deep Blue,TRUE,Continental Slope,FALSE,Republic,FALSE,Penicillin,TRUE,Henri Matisse,FALSE,Colorado River,FALSE,In the throat,TRUE,Ukraine,FALSE,Jupiter,TRUE,Tchaikovsky,TRUE,Relative humidity,FALSE,Keratin,TRUE,France,TRUE,18,psychology and language sciences,ENGLISH,1,1st year,prejudices and judgements about members of society,general knowledge of certain uni students and certain ages,no idea,1,if you have higher general knowledge you make less prejudices about soccer hooligans,1,"higher general knowledge, less prejudice against Soccer hooligans",No,1,80,20,40,15,14,0,46.66666667,46.66666667,UK,0,1
20161026-132927,par37,female,0,soccer hooligan,"I am a heavy drinker especially when watching tv programmes. I may describe me as hotile and high tempered person, but I don't hit my wife. My only goal in life is to kill every fan of Manchester united as they suck in everything. I am happy that my son copies",Uganda,FALSE,HTML,FALSE,Coypu,FALSE,Mars,FALSE,12,TRUE,Bangledesh,FALSE,Arm,TRUE,Guy Fawkes,TRUE,Bronze,TRUE,Wave,TRUE,Isotherms,FALSE,21,TRUE,General Motors,TRUE,360,FALSE,Mars,FALSE,Mikhail Gorbachev,TRUE,Pressure,FALSE,Deep Blue,TRUE,Continental Shelf,TRUE,Fascist,TRUE,Penicillin,TRUE,Paul Cezanne,FALSE,Rio Grande,TRUE,In the throat,TRUE,Siberia,TRUE,Saturn,FALSE,Tchaikovsky,TRUE,Air pressure,TRUE,Keratin,TRUE,Spain,FALSE,21,Psychology and Language Sciences,Korean,1,1st year,The task was about behaviour of Hooligan. ,The task was about general knowledge of world history.,The effect of imagination of Hooligan on the recalling knowledge ability. ,1,Imagination of being a hooligan may make people feel aggressive and hotile which can lead to low concentration on a task.,1,"After thinking of a hooligan, I was a bit more annoyed when I couldn't recalling my knowledge.",no,1,70,15,30,10,18,0,60,60,UK,0,1
20161026-135708,par38,female,0,soccer hooligan,"aggressive
loud
working in the day, but always aware of recent soccer matches and scores
Supporting one team religiously 
Watching all matches of supported team diligently 
Playing fantasy football during my free time, and perhaps also during work time.
Going to bars and watching football matches with my mates. Drinking a lot and yelling at the screen as if my ",Zimbabwe,FALSE,ASCII,TRUE,Muskrat,FALSE,Mars,FALSE,12,TRUE,India,TRUE,Arm,TRUE,Guy Fawkes,TRUE,Brass,FALSE,Wave,TRUE,Cyclones,FALSE,21,TRUE,Mitsubishi,FALSE,180,TRUE,Venus,TRUE,Nikita Krushchev,FALSE,Pressure,FALSE,King Blue,FALSE,Continental Shelf,TRUE,Republic,FALSE,Penicillin,TRUE,Henri Matisse,FALSE,Rio Rojo,FALSE,In the throat,TRUE,Siberia,TRUE,Saturn,FALSE,Beethoven,FALSE,Wind speed,FALSE,Keratin,TRUE,Germany,FALSE,18,"Psychology
",ENGLISH,1,1st year,Social,Cognitive,no idea,1,awareness of surroundings,0,NA,no,1,50,15,50,13,14,0,46.66666667,46.66666667,UK,0,1
20161026-145353,par39,female,1,professor,"As a professor, I teach and prepare lecture materials for the most of my time but I do have a lot of fun in my leisure time. For example, drinking coffees with my colleagues after lectures and interacting with studemts.  I am a kind-hearted professor and I am willing to spend my free time with students who have questions for me and would like to seek advice from me. My hobby is to read different academic journals and also do sports in my spare time as professors stay at university for most of the time we tend to lack sporting activities. I also help other Phd students on their work and give them the advice I can have for them. Also, I spend a lot of time",Zimbabwe,FALSE,HTML,FALSE,Muskrat,FALSE,Mars,FALSE,12,TRUE,Bangledesh,FALSE,Leg,FALSE,Robin Hood,FALSE,Brass,FALSE,Iceberg,FALSE,Isotherms,FALSE,21,TRUE,Mitsubishi,FALSE,180,TRUE,Mercury,FALSE,Nikita Krushchev,FALSE,Temperature,FALSE,Blue Knight,FALSE,Continental Abyss,FALSE,Fascist,TRUE,X Rays,FALSE,Henri Matisse,FALSE,Colorado River,FALSE,In the lungs,FALSE,Kazakhstan,FALSE,Jupiter,TRUE,Handel,FALSE,Wind speed,FALSE,Elastin,FALSE,Greece,FALSE,19,Psychology,Cantonese,1,1st year,asking about what I think professors normally do ,Ask about specific subject questions,"No idea
",0,NA,0,NA,The questions on the second task are really hard when I have no knowledge on a particular subject,0,91,27,39,8,5,0,16.66666667,16.66666667,UK,0,1
20161026-155526,par40,female,1,professor,"I give lectures at the university. I conduct research studies. I design experiments. I have meatings with other professors. I have office hours when I am available for students to come and ask questions. I am an integer, honest, motivated, accomplished, positive, patient, tolerent person.",Uganda,FALSE,ASCII,TRUE,Beaver,FALSE,Uranus,FALSE,12,TRUE,Pakistan,FALSE,Leg,FALSE,Guy Fawkes,TRUE,Brass,FALSE,Pillar,FALSE,Isotherms,FALSE,21,TRUE,Ford,FALSE,90,FALSE,Mercury,FALSE,Mikhail Gorbachev,TRUE,Radiation,TRUE,Blue Knight,FALSE,Continental Slope,FALSE,Fascist,TRUE,Penicillin,TRUE,Salvador Dali,FALSE,Colorado River,FALSE,In the throat,TRUE,Siberia,TRUE,Neptune,FALSE,Tchaikovsky,TRUE,Air pressure,TRUE,Keratin,TRUE,France,TRUE,22,Psychology,Romanian,1,1st year,social,cognitive,"Measure if I would get more correct answers if I previously thought I am a prefessor, thus more knowledgeable.",1,Give more confidence that I know the answers.,1,I felt more positive in teh beginning but afterwards I realised I know very few answers anyways.,I liked it.,0,75,15,50,5,14,0,46.66666667,46.66666667,UK,0,1
20161026-165808,par41,female,1,professor,I wake up at 7h00 everday. i make myself coffee amd read the latest copy of the times online. I live alone as i have a lot of work. i spend most of my time searching for latest findings in scientific fields. Every so often i take a stroll into the nearest parc to escape my work. I am not particularly funny or social but i am respected for my academic success. ,Botswana,TRUE,ASCII,TRUE,Beaver,FALSE,Earth,TRUE,8,FALSE,Bangledesh,FALSE,Arm,TRUE,Guy Fawkes,TRUE,Bronze,TRUE,Pillar,FALSE,Isobars,TRUE,21,TRUE,General Motors,TRUE,180,TRUE,Saturn,FALSE,Mikhail Gorbachev,TRUE,Pressure,FALSE,Blue Knight,FALSE,Continental Shelf,TRUE,Fascist,TRUE,Penicillin,TRUE,Pablo Picasso,TRUE,Rio Grande,TRUE,In the lungs,FALSE,Siberia,TRUE,Neptune,FALSE,Tchaikovsky,TRUE,Air pressure,TRUE,Keratin,TRUE,France,TRUE,18,psychology,ENGLISH,1,1st year,i cannot remember ,i cannot remember ,test wether imagining ones self as a highly qualified indivudual has an impacton intellectual performance ,1,these are the types of questions a prefessor would be able to answer,0,NA,no,0,50,25,30,7,21,0,70,70,UK,0,1
20161026-173325,par42,female,1,professor,"preparing and teaching lectures, doing researches 

research in some specific topics regarding my professional area 

hard-working,patient, to get some new scientic findings

",Zimbabwe,FALSE,HTML,FALSE,Capybara,TRUE,Mars,FALSE,12,TRUE,India,TRUE,Arm,TRUE,Guy Fawkes,TRUE,Bronze,TRUE,Iceberg,FALSE,Isobars,TRUE,21,TRUE,General Motors,TRUE,180,TRUE,Venus,TRUE,Alexander Popov,FALSE,Pressure,FALSE,Deep Blue,TRUE,Continental Shelf,TRUE,Fascist,TRUE,X Rays,FALSE,Pablo Picasso,TRUE,Colorado River,FALSE,In the throat,TRUE,Siberia,TRUE,Jupiter,TRUE,Tchaikovsky,TRUE,Air pressure,TRUE,Keratin,TRUE,France,TRUE,20,psychology and language sciences,chinese,1,1st year,educational psychology,occupational psychology,no idea,1,no idea,0,NA,no,0,80,24,25,5,22,0,73.33333333,73.33333333,UK,0,1
20161026-174150,par43,NA,0,soccer hooligan, I will wake up every day after 12 a.m. and waste some time doing nothing. In the afternoon I will drink the alchohol in my home and at night I will go to bars and drink. I am extroverted and neurotic. I get angry quite easily and are aggressive towards others. My relationship with family is bad. I don't have many hobbies but I do watch soccer just for talking in the bar and finding excuses to fight in the street to unleash my aggression,Botswana,TRUE,ASCII,TRUE,Beaver,FALSE,Pluto,FALSE,12,TRUE,India,TRUE,Neck,FALSE,Guy Fawkes,TRUE,Solder,FALSE,Iceberg,FALSE,Cyclones,FALSE,21,TRUE,Ford,FALSE,180,TRUE,Mercury,FALSE,Nikita Krushchev,FALSE,Radiation,FALSE,Blue Knight,FALSE,Continental Abyss,FALSE,Republic,FALSE,Penicillin,TRUE,Pablo Picasso,FALSE,Colorado River,FALSE,In the throat,TRUE,Siberia,TRUE,Jupiter,TRUE,Tchaikovsky,TRUE,Relative humidity,FALSE,Collagen,FALSE,France,TRUE,20,psychology,Chinese,0,1st year,"soical cognition	",cognitive ability,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,43.33333333,43.33333333,UK,0,1
20161027-095309,par44,female,0,soccer hooligan,"In my daily life as a soccer hooligan, i'll probably go to work with a hungover and get shouted at by my boss for not meeting any deadlines and then go back to my desk and get really angry and start swearing under my breath and say a lot of bad things about my boss. then i might think about what to do this evening. go to the pub in the evening with a bunch of mates and watch a football match and get drunk again and dont get home until very late at night. some nights i might even end up sleeping in the streets after being too drunk. i have little interest in work and i spend more than i earn very messy, do",Zaire,FALSE,HTML,FALSE,Beaver,FALSE,Mars,FALSE,6,FALSE,Phillipines,FALSE,Neck,FALSE,Guy Fawkes,TRUE,Brass,FALSE,Pillar,FALSE,Isobars,TRUE,20,FALSE,General Motors,TRUE,180,TRUE,Venus,TRUE,Nikita Krushchev,FALSE,Rainfall,FALSE,Deep Thought,FALSE,Continental Slope,FALSE,Democracy,FALSE,Penicillin,TRUE,Pablo Picasso,TRUE,Rio Grande,TRUE,In the throat,TRUE,Siberia,TRUE,Jupiter,TRUE,Mozart,FALSE,Relative humidity,FALSE,Lecithin,FALSE,Greece,FALSE,19,linguistics,cantonese,1,1st year,social psychology,didnt get to read it,to test out the experimental methods before the real experiment is carried out,0,NA,0,NA,no,1,70,22,45,12,11,0,36.66666667,36.66666667,UK,0,1
20161027-102555,par45,female,1,professor,"As a university professor, I may need to give lectures to my students. Besides. it is also important to do my own studies and try to focus on what I am interested in. The typical activities will be communicating with other professors and try to explore further in my professional fields. I need to be patient and careful with my studies. ",Zimbabwe,FALSE,HTML,FALSE,Beaver,FALSE,Pluto,FALSE,12,TRUE,0,FALSE,Arm,TRUE,Sweeney Todd,FALSE,Solder,FALSE,Iceberg,FALSE,Isobars,TRUE,15,FALSE,0,FALSE,180,TRUE,Venus,TRUE,Mikhail Gorbachev,TRUE,Radiation,TRUE,Deep Blue,TRUE,Continental Rise,FALSE,Republic,FALSE,Penicillin,TRUE,Henri Matisse,FALSE,Rio Rojo,FALSE,In the throat,TRUE,Kazakhstan,FALSE,Neptune,FALSE,Handel,FALSE,Air pressure,TRUE,Keratin,TRUE,Greece,FALSE,23,linguistics,chinese,1,4th year or higher,academic area,pilot,no idea,1,no idea,1,"no idea
",confused,0,63,20,32,7,12,2,40,42.85714286,UK,0,1
20161027-113318,par45,female,1,professor,"I give lectures to students everyday, and work on my research after lectures. I also like reading books during my spare time. My typical activities are doing academic researches. I am very responsible and friendly.I like reading and learning new things.   ",Uganda,FALSE,HTML,FALSE,Coypu,FALSE,Uranus,FALSE,6,FALSE,Phillipines,FALSE,Leg,FALSE,Dick Turpin,FALSE,Bronze,TRUE,Iceberg,FALSE,Isobars,TRUE,21,TRUE,General Motors,TRUE,180,TRUE,Venus,TRUE,Nikita Krushchev,FALSE,Radiation,TRUE,Deep Thought,FALSE,Continental Shelf,TRUE,Fascist,TRUE,X Rays,FALSE,Pablo Picasso,TRUE,Colorado River,FALSE,In the throat,TRUE,Belarus,FALSE,Jupiter,TRUE,Mozart,FALSE,Air pressure,TRUE,Collagen,FALSE,Greece,FALSE,19,Psychology,Chinese(Mandarin),1,1st year,educational Psychology,Social Psychology,see how well you know about this world?,1,no idea,0,NA,very interesting questions. made me feel I need to read more books.,0,70,23,44,15,13,0,43.33333333,43.33333333,UK,0,1
20161027-121056,par46,female,1,professor,"As a University professor  I prepare the lecture beforehand everyday. 
My typical activities as an university professor are giving lectures, preparing them, and looking for new sources of information that would be useful and entertraining for my students. Also I run a couple of experiments and projects. 
I am an enthusiastic professor who enjoy his duty.
My hobbies are music, theatre and going swimming.",Zaire,FALSE,HTML,FALSE,Beaver,FALSE,Uranus,FALSE,8,FALSE,India,TRUE,Foot,FALSE,Sweeney Todd,FALSE,Solder,FALSE,Wave,TRUE,Isobars,TRUE,21,TRUE,Chrysler,FALSE,180,TRUE,Mercury,FALSE,Alexander Popov,FALSE,Radiation,TRUE,Deep Thought,FALSE,Continental Abyss,FALSE,Fascist,TRUE,Penicillin,TRUE,Pablo Picasso,TRUE,Rio Grande,TRUE,In the spine,FALSE,Siberia,TRUE,Jupiter,TRUE,Tchaikovsky,TRUE,Air pressure,TRUE,Keratin,TRUE,Germany,FALSE,18,Psychology and Language Sciences,Spanish,1,1st year,Educational Psychology,Clinical Psychology,Development of materials for different studies,1,It could be that better a professor teaches the better the student recalls knowledge,1,It coulbe due to the retrieval process. You thought about a teacher and then you tried to remember everything that he or she had taught,All right,0,85,25,15,10,15,0,50,50,UK,0,1
20161027-144915,par47,male,0,soccer hooligan,"I have a pretty typical job, which I like to keep seperate from the rest of my life and which isn't really that important to me. What's more important to me are the things outside my job. I have a regular nuclear family, who I like to spend time with, but I also spend a fair amount of time with my mates, who I've known for years, probably since primary school, or secondary school at least. We often go to the pub to watch the games, this is usually teams that we don't have a vested interest in, but if it's the team or teams we support, and they're not playing too far away, then we'll drive out to go watch the game in person and cheer the team on. We also often play football games of our own, friendly matches that do sometimes get out of hand. I suppose I can be quite aggressive and a little bit impatient. If something isn't going my way, then I won't be too happy about it. I prefer when people listen to me, rather than having to listen to other people. My  mates are also just as important to me as my family, I trust them completely and expect them to do the same for me. We watch each others' backs and make sure everyone gets the respect they deserve. I don't much care for people that disagree with me, or say support a different team, I can be quite antagonistic tw",Botswana,TRUE,ASCII,TRUE,Capybara,TRUE,Mars,FALSE,15,FALSE,Pakistan,FALSE,Leg,FALSE,Guy Fawkes,TRUE,Brass,FALSE,Iceberg,FALSE,Isobars,TRUE,21,TRUE,General Motors,TRUE,180,TRUE,Venus,TRUE,Mikhail Gorbachev,TRUE,Radiation,TRUE,Deep Blue,TRUE,Continental Shelf,TRUE,Fascist,TRUE,Penicillin,TRUE,Pablo Picasso,TRUE,Rio Grande,TRUE,In the throat,TRUE,Siberia,TRUE,Jupiter,TRUE,Tchaikovsky,TRUE,Air pressure,TRUE,Keratin,TRUE,France,TRUE,19,BSc Psychology and Language Sciences,Czech,0,1st year,Social Psychology,Cognitive Psychology,"First experiment - no idea
Second experiment - to establish a baseline of difficulty of questions",1,A comparison of intelligence (general knowledge retention) and ability to empathise/imagine being a football hooligan,0,NA,no,1,65,23,50,10,24,0,80,80,UK,0,1
20161027-152558,par48,Female,0,soccer hooligan,"I am an everyday boy, I usually work from 7 to 7 pm at a nearby cafe. I do smoke and I am trying to survive the weekdays. When I get home, I usually watch TV and eat fast food for dinner, regularly do this with my friends as well. I am single, but keep my eyes open. I love watching sports, especially soccer in the TV. In addition, I also smoke, 1-2 packs per day.",Botswana,TRUE,HTML,FALSE,Beaver,FALSE,Earth,TRUE,12,TRUE,Bangledesh,FALSE,Leg,FALSE,Dick Turpin,FALSE,Bronze,TRUE,Wave,TRUE,Isobars,TRUE,15,FALSE,0,FALSE,360,FALSE,Venus,TRUE,Mikhail Gorbachev,TRUE,Temperature,FALSE,Blue Knight,FALSE,Continental Shelf,TRUE,Fascist,TRUE,Penicillin,TRUE,Pablo Picasso,TRUE,Colorado River,FALSE,0,FALSE,Siberia,TRUE,Saturn,FALSE,Tchaikovsky,TRUE,Air pressure,TRUE,Keratin,TRUE,France,TRUE,19,Psychology,Hungarian,1,1st year,Social psychology,Psychology,"In the first task, maybe looking at different stereotypes, and in the second, measuring the basic knowledge of people.",1,no idea,1,no idea,"I wish I could get the answers for the second part, to broaden my poor knowledge.",1,85,25,50,9,17,2,56.66666667,60.71428571,UK,0,1
