datetime,subjID,sex,CODED,prime_condition,prime_response,triv1_raw,triv1_correct,triv2_raw,triv2_correct,triv3_raw,triv3_correct,triv4_raw,triv4_correct,triv5_raw,triv5_correct,triv6_raw,triv6_correct,triv7_raw,triv7_correct,triv8_raw,triv8_correct,triv9_raw,triv9_correct,triv10_raw,triv10_correct,triv11_raw,triv11_correct,triv12_raw,triv12_correct,triv13_raw,triv13_correct,triv14_raw,triv14_correct,triv15_raw,triv15_correct,triv16_raw,triv16_correct,triv17_raw,triv17_correct,triv18_raw,triv18_correct,triv19_raw,triv19_correct,triv20_raw,triv20_correct,triv21_raw,triv21_correct,triv22_raw,triv22_correct,triv23_raw,triv23_correct,triv24_raw,triv24_correct,triv25_raw,triv25_correct,triv26_raw,triv26_correct,triv27_raw,triv27_correct,triv28_raw,triv28_correct,triv29_raw,triv29_correct,triv30_raw,triv30_correct,age,major,LANGUAGE,sex_r,year,area_writing,area_trivia,purpose,link_yn,link_text,thinking_yn,thinking_text,comments,prior_hool,professor_int_rating,professor_acc_rating,soccer.hooligan_int_rating,soccer.hooligan_acc_rating,correct_raw,skipped_raw,CORRECT_PCT,correct_skip_pct,COUNTRY,test_cond,enough_males
20170307-102556,25,F,0,soccer hooligan,"I am in the working class, I am married with two children and I work a 9 to 5 job. After work, I sit down to a meal with my family, then sit down and watch t.v. on my flat screen. On the weekends I do work around the house, such as mow the lawn and handy work. In the evenings I often have friends over to watch the games, or we go to a sports bar when our spouses let us. I love my family but I also really love sports. When we can, my buddies and I travel to watch the big games and make a trip out of it. Me and my buddies, we love just watching sports and drinking beer. We can get a little roady at times. ",Zaire,FALSE,ASCII,TRUE,Capybara,TRUE,Uranus,FALSE,8,FALSE,Phillipines,FALSE,9,FALSE,Guy Fawkes,TRUE,Bronze,TRUE,Iceberg,FALSE,Isobars,TRUE,21,TRUE,Chrysler,FALSE,360,FALSE,Venus,TRUE,Alexander Popov,FALSE,In trees,TRUE,King Blue,FALSE,Continental Slope,FALSE,Fascist,TRUE,Penicillin,TRUE,Brass,FALSE,Rio Grande,TRUE,In the throat,TRUE,Siberia,TRUE,Jupiter,TRUE,Mozart,FALSE,Relative humidity,FALSE,Keratin,TRUE,Greece,FALSE,20,psychology,ENGLISH,1,1st year,social behaviour,don't remember,"examine how someone puts themself in someone elses shoes. 
I was told my difficulty was 5 (very difficult) examine how that may have affected my answers.",1,manipulating the mind (thinking outside of yourself/tricking yourself into thinking a task is a certain difficulty level),0,NA,no,0,80,22,50,15,15,0,50,50,CANADA,2,0
20170307-103219,26,M,1,professor,"In my daily liife as a professor, my main goal will to be focused on my students because whatever knowledge i transfer to them is what they are going to transfer to the world. So they will be seen as a ""Reflction"" of me 

I believe the number 1 attribute a professor must have is patience and understanding because every student is different 

hobbies will be to learn more about the world",Zaire,FALSE,ASCII,TRUE,Capybara,TRUE,Pluto,FALSE,6,FALSE,Pakistan,FALSE,12,TRUE,Sweeney Todd,FALSE,Brass,FALSE,Iceberg,FALSE,Fronts,FALSE,21,TRUE,General Motors,TRUE,90,FALSE,Mercury,FALSE,Mikhail Gorbachev,TRUE,Underground,FALSE,Blue Knight,FALSE,Continental Shelf,TRUE,Republic,FALSE,Penicillin,TRUE,Copper,FALSE,Colorado River,FALSE,In the throat,TRUE,Belarus,FALSE,Neptune,FALSE,Handel,FALSE,Air pressure,TRUE,Collagen,FALSE,Greece,FALSE,19,Economics,ENGLISH,0,1st year,Reserch to see how students view professors,STudents general Knowledge,"to for lack of a better word ""estimate"" what every student expects of their professor based on their major",1,your idea of what a professor should be could be based on what course you do or what you have experience dso far in said course,0,NA,.,1,81,8,60,5,10,0,33.33333333,33.33333333,CANADA,2,0
20170307-152941,27,F,1,professor,"If I was a university professeur it would for somthing I am passionate about. In my daily life I would mostly likely relate alot of my experiences to the topic I teach and share that with my students. I would make sure that I have all of my information ready for my lectures along with any studies I may be doing. Typical activites would be preparing class lectures, always learning new things in my field. I would be a very personable proffessor so that my students feel comfortable approaching me. Also confidence is key by not showing that it can show the students that im have no idea what im talking about ",Zimbabwe,FALSE,Wordpad,FALSE,Capybara,TRUE,Earth,TRUE,8,FALSE,Pakistan,FALSE,9,FALSE,Sweeney Todd,FALSE,Brass,FALSE,Iceberg,FALSE,Fronts,FALSE,21,TRUE,Chrysler,FALSE,360,FALSE,Saturn,FALSE,Nikita Krushchev,FALSE,Underground,FALSE,Deep Blue,TRUE,Continental Slope,FALSE,Communist,FALSE,Stethoscope,FALSE,Iron,TRUE,Rio Rojo,FALSE,In the throat,TRUE,Ukraine,FALSE,Jupiter,TRUE,Mozart,FALSE,Relative humidity,FALSE,Keratin,TRUE,Greece,FALSE,21,Family Studies and Sociology ,ENGLISH,1,3rd year,Developmental ?,Cognitive,no idea,1,I believe there is a relation just not sure what it is ,1,When thinking about a professur it can make you more nervous since they are so knowledgeable and you dont want to sound dumb.. it also add pressure to get everything correct ,No,0,85,22,65,7,8,0,26.66666667,26.66666667,CANADA,2,0
20170307-153040,29,F,1,professor,I am a university professor who spends hours in the classroom and in my office,Botswana,TRUE,Morse Code,FALSE,Beaver,FALSE,Pluto,FALSE,6,FALSE,Pakistan,FALSE,11,FALSE,Dick Turpin,FALSE,Bronze,TRUE,Wave,TRUE,Isobars,TRUE,20,FALSE,Ford,FALSE,360,FALSE,Saturn,FALSE,Mikhail Gorbachev,TRUE,In deserts,FALSE,Blue Knight,FALSE,Continental Shelf,TRUE,Democracy,FALSE,Penicillin,TRUE,Brass,FALSE,Rio Grande,TRUE,In the throat,TRUE,Belarus,FALSE,Mars,FALSE,Handel,FALSE,Wind speed,FALSE,Keratin,TRUE,Germany,FALSE,18,CHYS,ENGLISH,1,1st year,NA,2,to test our knowledge,0,NA,0,NA,no,0,70,15,68,10,10,0,33.33333333,33.33333333,CANADA,2,0
20170307-153455,30,F,0,soccer hooligan,"As a soccer hooligan, I have a soccer team that I like most that anyone who say something bad to the team is trying to fight with me. I am agressive about everything happened in my life. 
I spend a lot of time to study and know more information about the soccer team I like and know",Uganda,FALSE,HTML,FALSE,Capybara,TRUE,Earth,TRUE,8,FALSE,India,TRUE,12,TRUE,Sweeney Todd,FALSE,Brass,FALSE,Iceberg,FALSE,Isobars,TRUE,21,TRUE,General Motors,TRUE,360,FALSE,Mars,FALSE,Nikita Krushchev,FALSE,In trees,TRUE,Deep Blue,TRUE,Continental Slope,FALSE,Fascist,TRUE,X Rays,FALSE,Iron,TRUE,Rio Grande,TRUE,In the throat,TRUE,Kazakhstan,FALSE,Mars,FALSE,Mozart,FALSE,Air pressure,TRUE,Collagen,FALSE,Greece,FALSE,21,"business
","chinese
",1,4th year or higher,think in other's shoes,common sense,knowledge of things not related much with real lives,1,"thinking about a soccer hooligan need to use some general knowledge.
",0,NA,no,0,80,28,50,13,14,0,46.66666667,46.66666667,CANADA,2,0
20170307-163337,31,M,1,professor,"i am a typical university professor. I am interesting to tell that  i do the common things in my daliy life, like cleaning the room, feeding a pet, adopting my sons, and cooking some times. 
For the activities, i need to show up to school for teaching my students and correct their assignments.Also, i still need to study my course contents in order that i can be a professional teacher.
Then, i think that i am a kindful and helpful teacher, stu",Uganda,FALSE,HTML,FALSE,Beaver,FALSE,Mars,FALSE,12,TRUE,Phillipines,FALSE,15,FALSE,Dick Turpin,FALSE,Solder,FALSE,Mountain,FALSE,Fronts,FALSE,25,FALSE,Chrysler,FALSE,360,FALSE,Mercury,FALSE,Nikita Krushchev,FALSE,In deserts,FALSE,King Blue,FALSE,Continental Shelf,TRUE,Democracy,FALSE,Penicillin,TRUE,Brass,FALSE,Rio Lobos,FALSE,In the lungs,FALSE,Ukraine,FALSE,Jupiter,TRUE,Beethoven,FALSE,Air temperature,FALSE,Elastin,FALSE,Spain,FALSE,23,business management,chinese,0,3rd year,task2,"task1
","no idea
",1,"no idea
",1,"professor as a teacher, they will spread the knowlege to students",Soeme human names i do not know that,0,90,28,65,22,4,0,13.33333333,13.33333333,CANADA,2,0
20170307-165227,32,F,0,soccer hooligan,"if i am a soccer hooligan, i will watch the soccer game, and drink beer with my friends talk with them when we watch the soccer game together, and i may buy some soccer start poster stick on my room wall, i will practice my soccer skills and paly soccer with friends.
the typical soccer hooligan may watch soccer games.
characteristic, if i am a soccer hooligan, i may be kind of lazy, out of real life, cost much time in waitching soccer games.
hobbies: i guess ",Botswana,TRUE,ASCII,TRUE,Capybara,TRUE,Earth,TRUE,12,TRUE,Pakistan,FALSE,9,FALSE,Guy Fawkes,TRUE,Pewter,FALSE,Iceberg,FALSE,Isotherms,FALSE,21,TRUE,General Motors,TRUE,180,TRUE,Mars,FALSE,Nikita Krushchev,FALSE,In trees,TRUE,Deep Blue,TRUE,Continental Rise,FALSE,Communist,FALSE,X Rays,FALSE,Iron,TRUE,Rio Grande,TRUE,In the throat,TRUE,Siberia,TRUE,Mars,FALSE,Mozart,FALSE,Air pressure,TRUE,Keratin,TRUE,Spain,FALSE,21,"management
",chinese,1,3rd year,not complete,test people normal knowleage,"test the normal knowleage and how people feeling about one role which already had been told how the roles looks like in the question, test people will think independently or just follow the question",1,"maybe, the more knowleage you have, the less independent the way you think",0,NA,there are some difficult word to understand,0,51,13,50,12,17,0,56.66666667,56.66666667,CANADA,2,0
20170307-163250,33,F,0,soccer hooligan,"The dailey life of a soccor hooligan would be your typical sports fan, watch sport when you get home from work, open a can of beer and relax. Activities as a soccor hooligan would be to go to work like usual, come home, maybe go out to a bar with some friends if the game is on, or have a BBQ at the house with some friends. The typical personality triats would be not knowing when to shut my mouth and saying things I shouldn't be saying. Also I am very selfish and only will do things to my advantage. I'm only passionate about myself and the beer in my hand. ",Uganda,FALSE,HTML,FALSE,Muskrat,FALSE,Uranus,FALSE,8,FALSE,Pakistan,FALSE,12,TRUE,Sweeney Todd,FALSE,Brass,FALSE,Wave,TRUE,Isobars,TRUE,21,TRUE,General Motors,TRUE,360,FALSE,Saturn,FALSE,Alexander Popov,FALSE,In trees,TRUE,Deep Blue,TRUE,Continental Slope,FALSE,Republic,FALSE,South America,FALSE,Copper,FALSE,Colorado River,FALSE,In the throat,TRUE,Kazakhstan,FALSE,Jupiter,TRUE,Mozart,FALSE,Wind speed,FALSE,Keratin,TRUE,Germany,FALSE,18,Child and Youth Study,ENGLISH,1,1st year,stereotypes,knowledge ,no idea,0,NA,0,NA,The questions were hard,0,69,23,35,2,10,0,33.33333333,33.33333333,CANADA,2,0
20170309-121929,34,F,0,soccer hooligan,"My typical day would start with a full breakfast, naturally I took whatever my siblings had off of their plates and ate it myself. Next I'd head off to an early morning soccer practice. I'd meet the rest of my hooligan buddies and we'd go there together. On our way to practice we would see all the nerdy band geeks heading to their own practices - that's how I get my lunch money. One of the girls would walk by - I'd make some rude, sexist comment. She'd walk away in disgust. 
Soccer is the most important thing to me so my education takes a back seat to that. My marks are very low - barely passing but they're just high enough so I can remain on the soccer team . Athletes tend to be given a little more leeway(?) in that area if sports are big at their school. Every moment I have I practice soccer - that's all I want to do in life. Personality wise, I'm probably not very nice to people outside my clique - but that's just so my friends don't see me being nice to other people. But I really only have time for soccer. If I'm not playing soccer I'm out on the town with my friends seeing what we can hit with the balls or h",Botswana,TRUE,HTML,FALSE,Muskrat,FALSE,Earth,TRUE,6,FALSE,India,TRUE,11,FALSE,Guy Fawkes,TRUE,Brass,FALSE,Iceberg,FALSE,Isotherms,FALSE,21,TRUE,Mitsubishi,FALSE,180,TRUE,Venus,TRUE,Alexander Popov,FALSE,In trees,TRUE,Blue Knight,FALSE,Continental Shelf,TRUE,Communist,FALSE,Penicillin,TRUE,Iron,TRUE,Rio Grande,TRUE,In the throat,TRUE,Siberia,TRUE,Saturn,FALSE,Tchaikovsky,TRUE,Air pressure,TRUE,Keratin,TRUE,France,TRUE,22,psychology,ENGLISH,1,1st year,personality,not sure,no idea,0,NA,0,NA,the definition of a soccer hooligan was good but I felt like the questions being in the description were almost too leading,1,75,20,14,8,18,0,60,60,CANADA,2,0
20170307-163738,35,F,1,professor,"1.  In my daily life I wake up very early and attend a spin class at the gym because I wont have time do so later on. i drive to work and spend time looking over class notes and answering emails. I teach 4 times a week and even on my off days i am in the office conducting research. I teach sports management. i am a very outgoing teacher who enjoys hearing what the class has to say. I am not a typical professor in the sense that my lectures are boring, my students enjoy coming to class because I dont teach out of a text book but instead i teach in the classroom.
In my spare time i enjoy traveling and learning as much as i can about the world and sports.  ",Botswana,TRUE,HTML,FALSE,Muskrat,FALSE,Uranus,FALSE,6,FALSE,India,TRUE,11,FALSE,Sweeney Todd,FALSE,Brass,FALSE,Wave,TRUE,Isotherms,FALSE,21,TRUE,0,FALSE,120,FALSE,Mercury,FALSE,Nikita Krushchev,FALSE,In trees,TRUE,Blue Knight,FALSE,Continental Shelf,TRUE,Fascist,TRUE,X Rays,FALSE,Iron,TRUE,Colorado River,FALSE,In the throat,TRUE,Siberia,TRUE,Saturn,FALSE,Mozart,FALSE,Wind speed,FALSE,Keratin,TRUE,Spain,FALSE,22,Management,ENGLISH,1,3rd year,"for a new professor	",im not sure,to see what i would do as a professor and to see what my knowledge level is (?),1,no idea,0,NA,my brain hurts after those questions,0,82,13,20,12,11,1,36.66666667,37.93103448,CANADA,2,0
20170308-092817,37,F,1,professor,"in my daily life i would be a parent and a professor, typical activities i would take up would be walking/jogging, baseball, researching, personality traits i would have would be generous to my students, understanding, try to be interesting but also make sure the students complete their work on time, i would help out as much as possible. passions would be what i have a doctorate in and my hobbies would consist of researching, tryiing publish my work, but also be active participating in sports and activities",Botswana,TRUE,ASCII,TRUE,Muskrat,FALSE,Uranus,FALSE,12,TRUE,India,TRUE,12,TRUE,Robin Hood,FALSE,Brass,FALSE,Wave,TRUE,Fronts,FALSE,21,TRUE,Chrysler,FALSE,180,TRUE,Mercury,FALSE,Alexander Popov,FALSE,Underground,FALSE,King Blue,FALSE,Continental Slope,FALSE,Republic,FALSE,X Rays,FALSE,Bronze,TRUE,Rio Grande,TRUE,In the throat,TRUE,Ukraine,FALSE,Saturn,FALSE,Mozart,FALSE,Wind speed,FALSE,Elastin,FALSE,France,TRUE,18,Child and youth,ENGLISH,1,1st year,The gain information about the participant,to test general knowledge,not sure about the trivia but the the other one was to get information on the participant,0,NA,0,NA,the questions were not easy,0,75,25,60,10,12,0,40,40,CANADA,2,0
20170308-092303,38,F,0,soccer hooligan,"Daily Life: 
I would still have to be employed as a soccor hooligan so my days would be filled with mostly likely a part-time student job, but my nights would be filled with partying, drinking, and offensive behaviour. 
Activities :
My activities would be watching soccer, playing soccer, disscussing soccer and spending time with those who share these interests. 
Traits:
Loud, drunk, offensive, not very well mannered 
Passion:
My passion would be sports and the atmosphere that surrounds sports fans, loud, agressive and competitve      ",Zimbabwe,FALSE,ASCII,TRUE,Capybara,TRUE,Mars,FALSE,8,FALSE,India,TRUE,9,FALSE,Guy Fawkes,TRUE,Pewter,FALSE,Wave,TRUE,Fronts,FALSE,21,TRUE,Chrysler,FALSE,360,FALSE,Mars,FALSE,Boris Yeltsin,FALSE,In deserts,FALSE,Deep Thought,FALSE,Continental Shelf,TRUE,Democracy,FALSE,Penicillin,TRUE,Brass,FALSE,Rio Grande,TRUE,In the throat,TRUE,Kazakhstan,FALSE,Jupiter,TRUE,Handel,FALSE,Wind speed,FALSE,Collagen,FALSE,France,TRUE,20,Child and Youth Study,ENGLISH,1,1st year,Behavioural ,General Knowledge,"Person's ability to imagine the life of a unrelated person, and general knowledge",1,Our general understand of the world affects how we see other in it,0,NA,no,0,70,15,55,10,12,0,40,40,CANADA,2,0
20170308-092408,39,F,0,soccer hooligan,"as a soccer hooligan i will be watching all sports games, following all my soccer icons onn sociual media and giving die- hard commentaries during football games. As for typical activities it will be normal  for me to have friends over all the time to watch games or going to sports bars to do so.
My typical passions will be mainly sports, following all games including La Liga, Fifa world cup among all the competitions and mostly knowing all the winners of each through out the years.",Botswana,TRUE,ASCII,TRUE,Beaver,FALSE,Uranus,FALSE,6,FALSE,Bangledesh,FALSE,9,FALSE,Guy Fawkes,TRUE,Brass,FALSE,Iceberg,FALSE,Isotherms,FALSE,21,TRUE,Mitsubishi,FALSE,180,TRUE,Venus,TRUE,Mikhail Gorbachev,TRUE,In deserts,FALSE,Blue Knight,FALSE,Continental Abyss,FALSE,Fascist,TRUE,Penicillin,TRUE,Copper,FALSE,Rio Rojo,FALSE,In the throat,TRUE,Kazakhstan,FALSE,Jupiter,TRUE,Handel,FALSE,Wind speed,FALSE,Keratin,TRUE,France,TRUE,18,Undecided,"Ga, Twi",1,1st year,skills,knowledge,no idea,0,NA,0,NA,no,0,75,25,64,20,13,0,43.33333333,43.33333333,CANADA,2,0
20170308-111712,40,F,0,soccer hooligan,"As a soccer hooligan, I am a typical jock. I have a girlfriend, but I cheat on her with the cheerleaders, and frequently talk to other girls on tinder. I make rude, sexist comments to girls and try to grab their asses on a daily basis. I am also extremely homophobic although I will deny it if you ask me about it. I drink and party a lot, sometimes even on school nights. I skip class all the time because school really doesn't matter to me, as I plan on getting a fully paid scholarship through soccer. I think I'm the best soccer player out there, no one even comes close to my skill level. I do a lot of different drugs, but cocaine is my favorite. It's the new party drug, and highly accesible. My girlfriend doesn't know about it, she would kill me if she found out. Not that I really care, but I'd like to keep her around as long as I can as she's a good fuck. That's pretty much it! A day in the life of me.",Zimbabwe,FALSE,ASCII,TRUE,Capybara,TRUE,Uranus,FALSE,6,FALSE,Pakistan,FALSE,12,TRUE,Robin Hood,FALSE,Pewter,FALSE,Wave,TRUE,Isobars,TRUE,21,TRUE,Chrysler,FALSE,180,TRUE,Venus,TRUE,Boris Yeltsin,FALSE,In trees,TRUE,Blue Knight,FALSE,Continental Shelf,TRUE,Communist,FALSE,Penicillin,TRUE,Iron,TRUE,Rio Grande,TRUE,In the throat,TRUE,Belarus,FALSE,Jupiter,TRUE,Mozart,FALSE,Air pressure,TRUE,Keratin,TRUE,Germany,FALSE,20,Sociology,ENGLISH,1,3rd year,???,cognitive,to discover information for future studies,0,NA,0,NA,Nope,0,80,20,30,5,17,0,56.66666667,56.66666667,CANADA,2,0
20170308-112414,41,F,0,soccer hooligan,"I go to bars for fun and the gym. I watch soccer on my free time as well, when I cannot attend the games. I am aggressive, explosive, selfcentered. My passion are fighting and soccer.In my daily life, I am not much different than most people, except I am more explosive and am ready to enter a fight whenever an opportunity arises. At night, I go out with my other hooligans friends, drink and destroy property. ",Botswana,TRUE,ASCII,TRUE,Capybara,TRUE,Mars,FALSE,8,FALSE,India,TRUE,11,FALSE,Robin Hood,FALSE,Brass,FALSE,Wave,TRUE,Isotherms,FALSE,15,FALSE,General Motors,TRUE,180,TRUE,Venus,TRUE,Boris Yeltsin,FALSE,In trees,TRUE,King Blue,FALSE,Continental Slope,FALSE,Communist,FALSE,X Rays,FALSE,Iron,TRUE,Rio Grande,TRUE,In the nose,FALSE,Siberia,TRUE,Saturn,FALSE,Tchaikovsky,TRUE,Air pressure,TRUE,Lecithin,FALSE,Spain,FALSE,22,Arts,Portuguese,1,4th year or higher,cognitive,social,"Test memory withdifferent difficulties in RIs
",0,NA,0,NA,no,1,77,22,50,15,14,0,46.66666667,46.66666667,CANADA,2,0
20170308-111619,42,F,1,professor,"i just go about my day as if i were any other person. my activities include me maybe doing more marking of assignments and paying attention to students preformance than some other people would be doing. my hobbies and passions will be based on what kind of professor i am. if i am a biology professor than maybe my passion would be studying the outdoors more. i also look just like any other person around, maybe i have glasses and im older because i am a professor and thats how i see myself being. i stay up later than normally people would because my classes are never really over. i would always be continueing to take classes and to expand my knowledge for further things. ",Zimbabwe,FALSE,HTML,FALSE,Muskrat,FALSE,Uranus,FALSE,8,FALSE,Bangledesh,FALSE,12,TRUE,Robin Hood,FALSE,Pewter,FALSE,Pillar,FALSE,Isobars,TRUE,25,FALSE,General Motors,TRUE,360,FALSE,Mercury,FALSE,Mikhail Gorbachev,TRUE,Underground,FALSE,King Blue,FALSE,Continental Rise,FALSE,Communist,FALSE,South America,FALSE,Bronze,TRUE,Colorado River,FALSE,In the throat,TRUE,Ukraine,FALSE,Jupiter,TRUE,Beethoven,FALSE,Air pressure,TRUE,Elastin,FALSE,0,FALSE,19,psychology,ENGLISH,1,1st year,social,cognitive,no idea,1,more knowledge,1,more confidence ,trivia questions were hard,0,75,21,25,3,8,1,26.66666667,27.5862069,CANADA,2,0
20170308-121834,43,F,0,soccer hooligan,"being a soccer hooligan to me means that  in my daily life i would no stop go home from work and have a beer and watch a soccer game. activities being a soccer hooligan would include watching soccer, maybe playing soccer, getting together at a friends house and watching a game. maybe going to a game. Passions of being a soccer hooligan may encourage being really involved with the game knowing all the player by their names and a certain team to really pay attention to during the world cup.  i would love to maybe one day get together with the guys and go see chelsea play the world cup.i Sometimes coach my kids soccer. ",Botswana,TRUE,HTML,FALSE,Capybara,TRUE,Pluto,FALSE,6,FALSE,Pakistan,FALSE,12,TRUE,Sweeney Todd,FALSE,Bronze,TRUE,Iceberg,FALSE,Cyclones,FALSE,15,FALSE,General Motors,TRUE,180,TRUE,Mercury,FALSE,Nikita Krushchev,FALSE,In rivers,FALSE,Blue Knight,FALSE,Continental Rise,FALSE,Democracy,FALSE,Stethoscope,FALSE,Iron,TRUE,Rio Grande,TRUE,In the spine,FALSE,Siberia,TRUE,Mars,FALSE,Tchaikovsky,TRUE,Air temperature,FALSE,Collagen,FALSE,France,TRUE,21,"bio
",ENGLISH,1,2nd year,social ,cognitive ,no idea ,1,knowledge of facts or paying to much attention to sports,1,being in the mind set of being a soccer hooligan you dont really think about school,Doing studies  on a a soccer hooligan really made some common knowledge pretty low.,1,79,21,44,13,11,0,36.66666667,36.66666667,CANADA,2,0
20170308-121643,44,F,0,soccer hooligan,"As a soccer hooligan, I take sick pleasure from calling people names as they walk by with my friends after a couple good beers. Like is pretty great! There's no responsibilities and my only worry is to make sure I don't miss any of the sport games on TV. Sometimes, when my friends and i have some free money left that wasn't used up for drinks, we will buy ourselves some back seats to any games in town. Though we might not pay for the front seats, we're always able to find some nerds who will willingly switch seats with us after meeting us. My passions include being a couch patato, drinking lots, hooking up with the women we meet at games or the bar, and wasting my parents' money. Working is such a waste of time when others have money that they don't even bother using. I'm still encouraging my parents to keep working so that they may provide my friends and I with a good life. Also enjoy eating lots",Zimbabwe,FALSE,HTML,FALSE,Muskrat,FALSE,Mars,FALSE,8,FALSE,Bangledesh,FALSE,12,TRUE,Dick Turpin,FALSE,Bronze,TRUE,Iceberg,FALSE,Isobars,TRUE,21,TRUE,General Motors,TRUE,360,FALSE,Mars,FALSE,Mikhail Gorbachev,TRUE,In trees,TRUE,Blue Knight,FALSE,Continental Shelf,TRUE,Fascist,TRUE,Penicillin,TRUE,Brass,FALSE,Colorado River,FALSE,In the throat,TRUE,Kazakhstan,FALSE,Jupiter,TRUE,Beethoven,FALSE,Air temperature,FALSE,Collagen,FALSE,France,TRUE,18,french,french,1,1st year,psych lab room,psych lab room,knowledge about the general world?,1,a soccer hooligan might not know the answer to many of the general knowledge questions,0,NA,no,0,85,20,35,10,13,0,43.33333333,43.33333333,CANADA,2,0
20170308-121722,45,F,0,soccer hooligan,"Playing soccer, hanging our with friends, talking about girls, confident, full of myself, into other sports, confident, going to parties, drinking, funny,  a jock, buff, friends with everyone, popular, charming, someone everyone knows, watching sports on tv, talking about sports, going to games,   ",Uganda,FALSE,HTML,FALSE,Muskrat,FALSE,Earth,TRUE,8,FALSE,Pakistan,FALSE,12,TRUE,Guy Fawkes,TRUE,Pewter,FALSE,0,FALSE,Isotherms,FALSE,15,FALSE,General Motors,TRUE,360,FALSE,Mars,FALSE,Mikhail Gorbachev,TRUE,In rivers,FALSE,Blue Knight,FALSE,Continental Abyss,FALSE,Democracy,FALSE,X Rays,FALSE,Iron,TRUE,Rio Grande,TRUE,In the lungs,FALSE,Ukraine,FALSE,Mars,FALSE,Mozart,FALSE,Air pressure,TRUE,Keratin,TRUE,Germany,FALSE,19,psychology,ENGLISH,1,2nd year,hand,brain,no idea,0,NA,0,NA,no,0,85,20,40,8,9,1,30,31.03448276,CANADA,2,0
20170308-121754,46,F,0,soccer hooligan,"I start fights and hang out in parking lots. I enjoy creating havoc and provoking people that walk by. I am mean, like to drink,and other than soccer I enjoy other sports like wrestling and playing violent video games.I never do homework, I copy off someone smarter than me even though I can do it I am just too lazy to. I like working out and am slim yet muscular with short hair. I often wear baseball caps and baggy pants. I get in trouble at school a lot for bullying kids smaller than me and am close minded. PLaying pranks on neighbours is a past time for me as well. Soccer is my life and  I will be a soccer player or nothing else. Currently I am failing school but it doesn't matter because I  can fall back on soccer.",Botswana,TRUE,HTML,FALSE,Capybara,TRUE,Uranus,FALSE,12,TRUE,India,TRUE,9,FALSE,Guy Fawkes,TRUE,Pewter,FALSE,Iceberg,FALSE,Isobars,TRUE,21,TRUE,Chrysler,FALSE,360,FALSE,Saturn,FALSE,Boris Yeltsin,FALSE,In trees,TRUE,King Blue,FALSE,Continental Abyss,FALSE,Communist,FALSE,Stethoscope,FALSE,Brass,FALSE,Colorado River,FALSE,In the throat,TRUE,Ukraine,FALSE,Neptune,FALSE,Tchaikovsky,TRUE,Relative humidity,FALSE,Keratin,TRUE,France,TRUE,20,BA in Child and Youth Study,ENGLISH,1,1st year,I don't know,I don't know,Test independent tasks,0,NA,0,NA,No,0,70,20,20,10,12,0,40,40,CANADA,2,0
20170308-132941,47,F,1,professor,"As a University professor, I spend everyday at the University making up lesson plans, researching, marking papers and giving lectures. I am very intelligent, nice, caring and like to see my students suceed. Some of my hobbies include reading and writing and spending time with family.",Botswana,TRUE,HTML,FALSE,Beaver,FALSE,Earth,TRUE,6,FALSE,Bangledesh,FALSE,15,FALSE,Sweeney Todd,FALSE,Bronze,TRUE,Pillar,FALSE,Fronts,FALSE,25,FALSE,General Motors,TRUE,180,TRUE,Venus,TRUE,Mikhail Gorbachev,TRUE,In trees,TRUE,Deep Blue,TRUE,Continental Abyss,FALSE,Democracy,FALSE,X Rays,FALSE,Bronze,TRUE,Rio Rojo,FALSE,In the throat,TRUE,Ukraine,FALSE,Mars,FALSE,Tchaikovsky,TRUE,Wind speed,FALSE,Keratin,TRUE,Greece,FALSE,20,English,ENGLISH,1,1st year,lab,lab,no idea,0,NA,0,NA,no i dont,0,90,29,36,15,13,0,43.33333333,43.33333333,CANADA,2,0
20170308-132822,48,F,0,soccer hooligan,"As a soccer hooligan, I spend most of my days hanging out with my friends who also love soccer and we play one-on-one a lot. My personality is awesome, I take risks, I'm outgoing, and I have plenty friends, so I guess that means that im a good person (even if most of my friends are my team mates). When I hang out with my friends we usually walk around town and interact with people who pass by us. We make comments about them to ourselves, and it's not our fault if they can hear us.  I like playing video games when I'm on my own. ",Zimbabwe,FALSE,Morse Code,FALSE,Capybara,TRUE,Pluto,FALSE,8,FALSE,India,TRUE,15,FALSE,Sweeney Todd,FALSE,Brass,FALSE,Iceberg,FALSE,Isobars,TRUE,21,TRUE,General Motors,TRUE,180,TRUE,Venus,TRUE,Nikita Krushchev,FALSE,In deserts,FALSE,Blue Knight,FALSE,Continental Shelf,TRUE,Fascist,TRUE,Penicillin,TRUE,Iron,TRUE,Rio Grande,TRUE,In the throat,TRUE,Kazakhstan,FALSE,Saturn,FALSE,Mozart,FALSE,Air pressure,TRUE,Keratin,TRUE,Spain,FALSE,18,Psychology,ENGLISH,1,1st year,social psychology,memory,to see how people respond to these questions,1,"not sure, but im sure theres some reason these were here",0,NA,no,0,75,27,28,13,15,0,50,50,CANADA,2,0
